원본,라벨,독어_역번역
김대리 요즘 누가 회사에서 벨트를 안해? 맞아요. 박팀장님처럼 벨트 딱 하면 얼마나 깔끔해 보여요. 팀장님 제가 요즘 살이 쪄서요. 지금 말대꾸 하시는 겁니까? 아니요. 죄송합니다. 살이야 빼면 되고 아무리 복장이 자유라지만 최소한 깔끔하게 입어야 하지 않을까? 죄송합니다. 김대리 요즘 옷처럼 일도 깔끔하지 못하던데 정신 좀 차리세요. 죄송합니다. 요즘 정신을 어떠 두는지. 후임들 보기 부끄럽지도 않아요? 죄송합니다.,직장 내 괴롭힘 대화,"김 대리 : 요즘 벨트 안 차고 출근하는 사람이 있나요? 맞습니다. 박팀장처럼 벨트를 착용하면 얼마나 시크한지. 팀장님, 요즘 살이 쪘어요. 지금 반성하는 겁니까? 아니요. 실례합니다. 살만 빼면 되고, 자유롭게 옷을 입을 수 있다고 해도 옷은 제대로 입어야 하지 않겠습니까? 실례합니다. 김과장님, 요즘 일이 옷만큼이나 엉성해요. 정신을 차리세요. 실례합니다. 요즘 기분이 어떤가요? 후임들을 보면 부끄럽지 않나요? 실례합니다."
꼬마야. 여기서 먹물먹은 등신들은 다 내편인 거 같구나? . 말 하면 죽일 거다. 니들 말을 들은 사람도 죽일 거야 저 사람이 범인이에요 말하면 죽인다 그랬지!! 죽일 거라고 했다 네 말을 들은 사람도 죽일 거라고 했어!!!!!! . 나 출소하면 너부터 죽인다. . 어디 잘 숨어봐. 찾으면 다시 바로 찔러버리게 .,협박 대화,어린이. 여기 있는 바보들은 다 내 편인 것 같은데? . 나한테 말하면 죽여버리겠다. 네 말을 들은 사람을 죽이겠다. 이 사람이 범인이라고 하면 죽여버리겠어!! 당신은 나를 죽일 것이라고 말했다. 듣는 사람은 다 죽인다고 했잖아!!!!!! . 내가 감옥에서 나오면 당신을 먼저 죽이겠습니다. . 어딘가에 숨어. 찾으면 다시 찌르세요.
야 거기 서봐. 왜 그러세요. 가지 말고 사면 돼잖아. 그걸 왜 제가. 안사요 안돼면 집에 내가 가야지. 돈도 안주고 물건 망치고 선생님 제발요. 제가 안그랬어요 아닌데 만지는 거 다 봤는데 제발 안돼요. 살게요. 빨리 돈 내 예. 알겠습니다.,갈취 대화,"이봐, 거기 서 있어. 왜 이러는 걸까요? 가지 않고 그냥 사셔도 됩니다. 내가 왜 그랬지? 나는 그것을 사지 않을 것이다. 안되면 집에 가야해요. 선생님, 제가 돈도 안 주고 물건을 망쳤어요. 나는 그렇게하지 않았습니다. 당신이 만지는 걸 봤는데, 제발 그러지 마세요. 나는 살 것이다. 응, 빨리 돈을 받고 싶어. 순서대로."
어머머 강대리봐 요즘 부쩍 이뻐지네 뭐 만나는 사람 있나 안그래도 요즘 소문 돌잖아요 양다리니 뭐니 그러니까 간도 크지 양다리를 회사 내부에서 저기요 일이 그렇게 없어요? 가서 일이나 하시죠 어머 강대리 다 들렸어? 작게 말한다고 했는데 네 다 들렸구요 그런 일 없으니까 똑바로 아세요 에이 그래도 아니땐굴뚝에 연기나겠어 막말로 내가 그러던 말던 뭔 상관인데요 어머 얘 당돌하네 당연히 상관있지 급떨어지게 하 쟤가 양다리라는 증거있어요? 증거도 없으면서 증거? 증거는 없지 난 그냥 니가 싫거든,직장 내 괴롭힘 대화,"맙소사, 강 대리 좀 보세요, 요즘 많이 예뻐졌네요. 누군가를 만나고 있나요? 최근 양다리살이라던가 하는 소문이 돌고 있어서 간도 크다. 회사에 양다리 같은 건 없잖아요? 가서 일을 하세요. 아, 강 대리님, 다 들으셨나요? 조용히 말하고 있다고 했는데, 네, 다 들렸어요. 그런 일은 일어나지 않았으니 진실을 아시겠죠? 아, 하지만 그렇지 않으면 굴뚝에서 연기가 날 것입니다. 내가 말하든 말든 무슨 상관이야? 아, 그 사람 정말 용감해요. 물론 중요합니다. 그를 강하게 버려라. 이게 양다리라는 증거가 있나요? 증거없으면 증명? 증거는 없어 그냥 니가 싫어"
오빠 나 임신한것같아 갑자기 그게 무슨 소리야 나 이번달에 생리가 없어 그래서 어쩌라고 오빠가 지난번에 실수해서 그런것같아 그게 내 애인지 어떻게 알아 니가 어디서 몸 굴리고 다녔을지 무슨 말을 그렇게 해 당연히 오빠랑 내 애지. 니 말 못믿어 난 책임안져 니가 알아서 지워 오빠. 같이 책임져야지. 이러지마. 저리 꺼져,기타 괴롭힘 대화,"오빠, 나 임신한 것 같아요. 갑자기 그게 무슨 뜻이야? 이번 달에는 생리가 없어요. 그러면 어떻게 해야 합니까? 지난번에 실수를 했기 때문인 것 같아요. 내 아이인지 어떻게 알 수 있나요? 어디로 왔다 갔다 했나? 당신은 무엇을 말합니까? 물론 당신과 내 아이는 내 것입니다. 나는 당신을 믿지 않습니다. 나는 책임이 없습니다. 직접 삭제하세요, 형제님. 우리는 함께 책임을 져야 합니다. 그러지 마세요. 나에게서 떨어져"
누구야 내 동생 팬게 누구세요? 니가 김뽀뽀냐? 니가 내 동생 때렸어? 네 제가 김뽀뽄데요 때리진 않고 같이 장난친건데 너 죽고 싶어? 한 번만 더 나대면 대가리 다 뜯어 버릴 줄 알아 형이나 동생이나 막나가는 건 똑같네 뭐? 너 밤길 조심해라 밤에 돌아다닐 때 헬멧 쓰고 다녀 대가리 박살나기 싫으면 와 무슨 말을 그렇게 살벌하게 하세요? 제가 더 맞았거든요? 됐고 니 이름 한 번만 더 들리면 쥐도새도 모르게 죽여버릴테니까 행동 조심해 알겠어? 녹음했어요 경찰서에서 봬요,협박 대화,"당신은 누구입니까, 내 동생? 누구세요? Kim Pobo입니까? 당신이 내 동생을 때렸나요? 네, 김보봉입니다. 때린 것도 아니고 그냥 가지고 놀았는데 죽고 싶냐? 네가 다시 나타나면 네 머리를 찢어버릴 거라는 걸 알아. 나이가 많든 적든 마찬가지겠죠? 밤에는 거리에서 조심하세요. 밤에 걸을 때는 헬멧을 착용하세요. 머리 박히기 싫으면 왜 그렇게 심한 말을 하는 걸까? 내가 더 맞았지? 그게 다야. 또 네 이름 들으면 나도 모르게 죽여버릴 테니까 조심해 알겠지? 나는 그것을 녹음했다. 경찰서에서 만나요."
아까부터 계속 연락오는데 누구야? 아무것도 아니야. .누군데? 아무것도 아니라니까. 핸드폰 내놔봐 내 핸드폰을 니가 왜 봐? 니가 지금 의심스러운 행동을 하잖아! 빨리 줘봐 누군지 보게! 아 싫다고!! 너 바람 피냐? 니랑 저 새끼 둘 다 죽이고 깜빵 간다 데려와 저새끼 아니라니까 오해라고!,협박 대화,나는 한동안 당신에게 연락을 해왔다. 누구입니까? 그것은 아무것도 아니다. .누구세요? 아무것도 아니기 때문이죠. 전화기를 주세요. 왜 내 휴대폰을 보고 있는 걸까요? 당신은 의심스러운 행동을 하고 있어요! 빨리 나한테 주고 누군지 알아봐! 아 싫어!! 당신은 바람을 피우고 있습니까? 너랑 그 놈을 죽이고 다시 데려오겠다. 그 새끼 아니라고 했으니 이건 오해입니다!
자 오늘 오후 회의는 상담실3 에서 하겠어요 팀원들에게 전달해주세요 네 아 지은씨는 회의에 굳이 참석 안해도 되지 않나요? 이 프로젝트 이해도 못하는 거 같은데 그러세요 그럼 지은씨 빼고 전달해요 오늘 회의는 어딘가요 아 . 지은씨는 안 와도 될 거 같아요 왜요? 우리끼리 할게요 회의는 저도 참여한 프로젝튼데. 지은씨가 없어야 분위기가 더 좋을 거 같아요 항상 저만 따돌리시네요,직장 내 괴롭힘 대화,"오늘 오후 회의는 이제 3번 상담실에서 진행됩니다. 팀원들에게 이 내용을 전달해 주시기 바랍니다. 응, 지은 씨는 회의에 참석하지 않아도 돼요? 나는 당신이 이 프로젝트를 전혀 이해하지 못하고 있다고 생각합니다. 그럼 지은이 없이 전달할게요. 오늘 회의는 어디서 열리나요? 음. 지은아, 꼭 올 필요는 없을 것 같아. 왜? 우리는 스스로 그것을합니다. 그 모임은 나도 참여한 프로젝트다. 지은이가 없었다면 분위기가 더 좋았을 것 같은데, 넌 맨날 나를 괴롭힌다."
어 누구 닮은셧는데 ? 누구요 연예인 그 . 그 . 연예인은 다 너무 이쁘잖아요 에이 개그우먼은 아니잖아요 네 ? 개그우먼요 ? 그럼 배우게요 ? 아 제가 오버했네뇨 계산해주세요 개그우먼 궁금하지않아요 누구랑 닮앗는지 ? 네 궁금하지 않습니다 계산이나 해주세요,기타 괴롭힘 대화,"아, 누구처럼 보이나요? 이 유명인은 누구입니까? . 연예인은 다 너무 예쁘지만 개그맨은 그렇지 않죠? 코미디언? 그럼 배워볼까요? 아, 내가 너무 과했나봐. 계산해 보세요. 나는 코미디언에 대해 궁금하지 않습니다. 그녀는 어떻게 생겼나요? 네, 궁금하지 않습니다. 계산을 해주세요."
아니 ?형씨 운전을 그따위로 하면어떡해? 그따위?라뇨 말씀이 심하십니다 다 같이 죽자는거야 뭐야! 깜빡이 없이 들어오신건 그쪽입니다 뭐라고??? 그리고 보복성으로 차를 세우는 것도 신고할수있습니다 지금 나를 신고하겠다는거야? 어? 여기서 더하시면 신고하겠습니다 아니 !! 신고못할걸? 내가 지금 너 조져버릴거야 너는 112가 아니라 119에 전화해야할걸? 조금이따가도 그렇게 주둥이 잘놀리는지 보자고 왜그러십니까!!,협박 대화,그렇게 운전하면 어떡하지? 무슨 얘기를 하는 건가요? 우리 모두가 함께 죽어야 한다고 생각하시나요? 눈 하나 깜빡하지 않고 걸어들어오신 분이군요. 무엇??? 그리고 보복으로 차를 멈추는 사람을 신고할 수도 있습니다. 지금 신고하겠다는 겁니까? 음? 여기에 더 추가하시면 신고하겠습니다. 아니요!! 신고하면 안되나요? 난 지금 너랑 장난칠 거야 112가 아니라 119에 전화해야지. 나중에 그런 짓을 해도 되는지 알아보라고 왜 나한테 말합니까!!
어이 노조 가입자 아니 어떻게 아셨어요? 야 회사 컴퓨터에다 눈치 없이 노조 가입을 켜놓으면 어떡하냐 저 그런적 없는데요? 컴퓨터 비번 알아내서 제 개인정보 봤죠? 뭔소리야 내가 그런 야동이나 보는 찌질이로 보이나? 아 봤구나 뭐 이런 회사가 다 있어 야 우리회사가 어때서 그리고 너희들 내가 이 자식 컴퓨터 건든거 본사람 없습니다. 부장님 야 그리고 우리 회사가 어쩌고 어째 넌 이제 해고야 쓰래기야,직장 내 괴롭힘 대화,"안녕하세요, 저는 조합원이 아닙니다. 그걸 어떻게 알았어? 야, 너도 모르게 회사 컴퓨터에서 노조 가입을 활성화했다면 어떡하지? 나는 전에 이런 일을 한 적이 없습니다. 내 컴퓨터 비밀번호를 찾았고 내 개인정보를 보셨나요? 무슨 얘기를 하는 건가요? 이런 포르노를 보면 내가 패배자처럼 보이나요? 아, 그러고 보니 이런 회사들이 다 있군요. 야, 우리 회사는 어때? 그리고 너희 중 누구도 내가 그 놈의 컴퓨터를 만지는 걸 본 적이 없어. 매니저님, 우리 회사에 무슨 일이 일어난 걸까요? 넌 이제 해고야, 이년아."
야 저 사람좀봐 얼굴이랑 딴데는 멀쩡한데 휠체어 타고 다니네 야 조용히 좀 얘기해 다 듣겠다 저기요 지금 뭐라고 하신건지 알수있을까요 아 저 아무말도 안했는데요 아 제가 다 들었는데요 얼굴 멀쩡하면 휠체어 타면 안되는거에요? 아 죄송합니다 신체가 조금 불편한것뿐이지 그쪽이랑 다를바가 없는 한 사람일 뿐이에요 그냥 그런 생각은 혼자 하시고 입밖으로 내뱉지 않으셨으면 좋겠네요 그런말 들을때마다 더 괴롭거든요. 아 저는 얼굴이 너무 멀쩡하신데 무슨 사고를 당하셨나 궁금했을 뿐이에요 그런 편견 없이 보세요 그렇게 보는 시선들이 바뀌어야 될때입니다. 야 그만하고 빨리가자,기타 괴롭힘 대화,"야, 이 사람 좀 봐. 얼굴이나 다른 부분은 괜찮은데 휠체어를 타고 계시네요. 야, 침착하게 얘기해. 나는 듣겠다. 저기, 방금 말한 걸 이해할 수 있나요? 아, 아무 말도 안 했어요. 아, 다 들었어요. 얼굴이 괜찮다면 휠체어를 타면 안 되겠죠? 아, 미안해요. 단지 육체적으로 조금 불편함을 느낄 뿐이지, 나는 단지 다른 사람일 뿐입니다. 나는 당신이 이러한 생각을 혼자만 갖고 큰 소리로 말하지 않기를 바랍니다. 그런 말을 들을 때마다 더 마음이 아프네요. 아 정말 잘생겼는데 무슨 사고가 있었는지 궁금하네요. 그런 편견 없이 보세요. 관점을 바꿔야 할 때입니다. 야, 빨리 멈춰서 걷자."
오늘 커피 당번은 누군가? 막내가 사올까? 네?제가요? 내가 카드 줄테니까 부장님이랑 과장님 팀장님 들 쫙 돌아서 주문받아서 사와 저 지금 업무가 밀려서 어려울 것 같습니다. 원래 이런건 막내가 다 하는거야. 왜그래? 원래 이런건 아닌거 같습니다. 죄송합니다. 아니 지현씨 왜케 꽉막혔어? 내가 그냥 사오라는 것도 아니고 돈을 주겠다는데 왜그래 회사 업무가 아닌 업무로 회사업무를 못하는 상황이라서요. 그냥 사오라면 사와! 알겠습니다.,직장 내 괴롭힘 대화,"오늘은 누가 커피를 마시나요? 막내가 사줄까? 예? 나? 매니저님, 실장님, 팀장님 다 돌아서서 주문받고 구매하시라고 카드를 드려요. 지금은 일이 너무 많아서 힘들 것 같아요. 보통 이런 일은 막내들이 하는 일이다. 무슨 일이야? 원래 그런 건 아닌 것 같아요. 실례합니다. 아니 지현아 왜 이렇게 붐비지? 사달라고 했을 뿐 아니라 돈도 주겠다고 했으나, 회사 밖의 일 때문에 회사 일을 할 수 없다고 하더군요. 가능하면 그냥 사세요! 순서대로."
여기 샤인머스켓이 왜이렇게 안달아요? 네 무슨말씀이신가요? 샤인머스켓이 포도라고 이게 말이돼 저희가 검수 작업에서는 분명히 샤인머스캣으로 판명이 났는데. 이상하네요. 그래서 내가 바꿨다고 말이돼? 죄송합니다 고객님. 그런 뜻은 아닙니다. 뭐가아니야. 딱봐도 그건데. 장난해? 죄송합니다. 됐고 지금 빨리 환불해줘야지. 진짜 소문내버릴거니까 네. 죄송합니다. 고객님.,기타 괴롭힘 대화,"여기 샤인머스캣은 왜 이렇게 달지 않나요? 응, 무슨 말이야? 샤인 머스캣이 포도이기 때문에 이는 의미가 있습니다. 조사 결과 샤인 머스캣이라는 것이 확실하게 확인되었습니다. 이상해요. 그럼 내가 바꿨단 말이에요? 죄송합니다, 고객님. 내 말은 그런 뜻이 아니다. 무슨 일이야? 그것이 바로 당신이 보는 것입니다. 농담하는 건가요? 실례합니다. 알겠습니다. 지금 빨리 환불을 받아야 합니다. 네, 정말 소문이 퍼질 테니까요. 실례합니다. 아저씨."
내가 부탁한 돈 가져왔어? 야 현실적으로 당장 100만원을 내가 어디서 구해 야 내가 오늘까지 가져오라고 했잖아 그래서 결국에 안 가져왔다는 거야? 미안해 30만원밖에 못 모았어 야 미쳤냐? 고작 이거밖에 안 모았다고? 수금을 하든 뭘 하든 구했어야지 그치만! 그치만 뭐 말대꾸 하냐? 지금 내가 잘못했어? 아 아니야 미안해! 때리지만 마 내일까지 70만원 가져와라 알았어,갈취 대화,"내가 달라고 한 돈은 가져왔나요? 야 현실적으로 이제 100만원은 어디서 구해야돼? 오늘 가져오라고 했는데 결국 안 가져오셨다구요? 죄송합니다. 30만원만 저축했어요. 제정신이에요? 방금 그거 모은 거야? 돈을 모으기 위해서든 다른 용도로든 아껴두었어야 했는데! 그런데 무슨 말을 하고 있는 걸까요? 내가 지금 뭔가 잘못한 걸까? 아뇨, 죄송해요! 때리지 말고 내일까지 70만원만 가져오세요."
야 다리병신. 일어나봐. 일어날 수 있지? 너 걸을 수 있는데 못 걷는 척하는 거잖아. 이러지마. 아니면 일어나보라고. 맞고 일어날래 그냥 일어날래. 말도 못하냐? 입도 병신이야? 제발 그만 좀 괴롭혀. 맞고 싶냐? 일어나라고. 저거 휠체어 넘어뜨려 보자. 그러면 일어나겠지 뭐. 안 돼. 내가 미안해. 제발 그러지 마.,기타 괴롭힘 대화,"이봐, 다리가 안 좋아. 깨우다. 그런 일이 일어날 수 있죠? 당신은 달릴 수 있지만, 할 수 없는 것처럼 행동합니다. 그러지 마세요. 아니면 일어나세요. 맞고 일어나요. 그냥 일어날게요. 말을 할 수 없나요? 입도 병신이야? 저를 괴롭히지 마세요. 맞고 싶나요? 깨우다. 휠체어를 던져보자. 그러면 일어날 것입니다. 아니요. 죄송합니다. 그러지 마세요."
나씨 아니 제가 일이 너무 많아서 그런데 제 부탁 들어줄 수 있죠? 아 넵!! 아니 사실 내가 백화점에서 예약 주문한 옷이 있는데 그것 좀 가져와주고 오는길에 커피도 부탁할께 아. 그 급하신 일이 아닌거 같은데. 사실 저도 일이 많이 밀려있어서요. 죄송합니다. 그래?? 이부탁이 그렇게 어려운 부탁이니.? 아 그건 아니지만. 업무 외 일인것 같아서요 참 사회생활 할 줄 모르네. 너 승진하기 싫구나? 네?? 아. 아니. 이건 또 욕심나나봐.? 그럼 오는길에 커피도 아. 요즘애들은 이렇게 눈치가 없어!,직장 내 괴롭힘 대화,"선생님 저, 할 일이 많은데 부탁 하나만 들어주실 수 있나요? 아 그렇군요!! 아니요, 사실 백화점에서 미리 주문한 옷이 몇 벌 있어요. 제가 그걸 가져다드리고 가는 길에 커피 한 잔 부탁드리겠습니다. 음. 그다지 긴급한 일은 아닌 것 같아요. 사실 나에게도 할 일이 많다. 실례합니다. 좋아요?? 이게 그렇게 어려운 부탁인가요? 아, 그게 아니고요. 업무 외적인 일을 하는 것 같아요. 정말 사회생활을 어떻게 하는지 모르겠네요. 승진하고 싶지 않으신가요? 예?? 음. 아니요. 또 욕심이 나는 것 같은데.? 그런 다음 가는 길에 커피를 마시세요. 요즘 아이들은 너무 무식해요!"
팀장님 응 혹시 다음날 이 날 휴가 사용 가능할까요? 왜? 친구들과 여행을 가기로 해서요 안돼 네.? 아니 아직 신입이잖아 일 더 배워야지 무슨 휴가야 저 지금 일한지 6개월 넘었고 미리 해야될 일 다 마치고 다녀오겠습니다 그래도 안돼 일없으면 일 더 줄게 아닙니다. 죄송합니다,직장 내 괴롭힘 대화,"팀장님, 다음날 휴가 가능한가요? 왜? 나는 친구들과 여행을 가기로 결정했습니다. 아니, 알았지? 아니요, 저는 아직 초보자입니다. 나는 그 직업에 대해 더 많이 알아야 해요. 이것은 어떤 휴가입니까? 이제 6개월 넘게 일했는데, 해야 할 일을 미리 다 하고 돌아가겠습니다. 하지만 그건 작동하지 않습니다. 일이 없으면 더 이상 일을 주지 않겠다. 실례합니다"
여행 누구랑 다녀왔어요? 아 친구랑요 친구 누구? 남자친구? 아니요 대학 동창이요 아 대학교에서 만난 남자친구? 아니요 그냥 친구요 아 요즘에는 흠도 아니야 솔직히 말해도 되지 진짜 그냥 친구요 아 그래그래 남자인 진짜 그냥 친구 하,기타 괴롭힘 대화,"누구와 함께 여행하셨나요? 아, 친구랑. 당신의 친구는 누구입니까? 친구? 아니요, 대학 동창이에요. 아, 대학 때 만난 친구요? 아니, 그냥 친구예요. 아 요즘은 실수도 아닌데. 나는 솔직하게 말할 수 있다. 난 정말 그냥 친구예요. 아, 그래, 남자로서 난 정말 그냥 친구야."
항상 생각하는건데 너 진짜 못생겼다 또 왜 그래.저번에도 그만 하라고 했잖아. 아니 웃기잖아. 너 같은게 나랑 같은 부모에서 나왔다고? 너 어디서 주어온 거 아니야? 진짜 그만 좀 해. 밖에 나가면 다 너보고 우리 가족 아닌거 같대. 나랑 부모님은 괜찮게 생겼는데 넌 못생겼잖아 그게 내 탓은 아니잖아. 뭐.네 탓은 아닐 수 있지. 근데 너 같은게 우리 가족이라는게 불쾌해서 말이야 그래도 나도 가족인데. 시끄러워. 목소리도 그지같네 이제 그만 좀 해.,기타 괴롭힘 대화,"나는 항상 당신을 생각합니다. 당신은 정말 못 생겼어요. 또 왜 이러는 걸까요? 지난번에 내가 그만하라고 했잖아. 아니, 웃기네요. 당신도 나와 같은 부모에게서 태어났다는 겁니까? 그거 어디서 났어? 정말 그만하세요. 밖에 나가면 다들 우리 가족이 아니라고 하더라고요. 우리 부모님과 나는 좋아 보이지만 당신은 못생겼어요. 내 잘못이 아니야. 글쎄요, 그건 당신 잘못이 아닐 수도 있어요. 하지만 당신 같은 사람이 내 가족이라고 생각하면 불편해요. 하지만 나도 가족의 일원이다. 시끄러워요. 당신의 목소리는 동일합니다. 이제 그만하세요."
오늘 점심은 내가 쏜다! 같이 가자 좋아요! 너무 신나요. 뭐 먹을까? 회먹으러 갈까? 아 그런데 안대리가 회를 못 먹어요 .아 죄송합니다 아 안대리는 못 먹는게 너무 많네 어쩌지? 아 저는 괜찮습니다. 같이 가서 다른걸 먹어도 됩니다. 아냐 안대리는 회도 못 먹는데 왜 굳이 같이가려 그래? 우리는 회 다 좋아해서 괜찮은데 불편하지 않겠어? 아.그런가요. 어어 점심 대충 알아서 먹고 내가 말한 보고서 얼릉 올려줘 우리는 회먹고 올게 아.네.,직장 내 괴롭힘 대화,"오늘 점심은 내가 낼게! 같이 가자, 알았어! 정말 신난다. 무엇을 먹어야 하나요? 우리 생선회 먹으러 갈까? 아, 그런데 안대리는 생선회를 못 먹어요. 아, 미안해요. 안 대리가 못 먹는 게 너무 많아요. 어떻게 해야 하나요? 아, 난 괜찮아. 나가서 함께 뭔가 다른 것을 먹을 수 있습니다. 아니, 안과장님은 회도 못 먹는데 왜 같이 가려고 하시나요? 우리 모두 회를 좋아해서 좋은데 불편하지 않을까요? 아, 그렇군요. 어, 점심 잘 챙겨 먹고 제가 언급한 보고서를 출판하세요. 우리는 생선회를 먹을 거예요. 예."
애들아 얘 잡아 또 왜 또 왜냐고 너 행동이 별로라서 행동 뭐가 난 너 진짜 싫다 그래 싫어하겠지 더 이상 괴롭힘 당하기 싫으면 이거 먹어 싫어 안먹어 먹지 않을거면 억지로 먹인다 싫다니까 진짜 너무하다,기타 괴롭힘 대화,"얘들아 또 잡아라 왜이렇게 못되게 굴어? 당신의 행동은 어떻습니까? 난 당신이 정말 싫어요. 예, 당신은 그것을 싫어할 것입니다. 더 이상 왕따 당하고 싶지 않다면 이것을 먹어라. 먹기 싫으면 억지로 먹게 하겠다. 당신은 그것을 좋아하지 않는다고 말합니다. 정말 너무해요."
회식 갈거지? 오늘 몸이 좀 안 좋아서. 몸관리를 왜 이렇게 못해. 한다고 하는데 뜻대로 안되네요. 이번 회식은 과장님 축하 위한거니 되도록이면 모두 참석 했으면 하는데. 죄송합니다. 그 정도로 심한 것 같지 않은데 잠깐이라도 참석해서 더 말 안나오게 해. 네 알겠습니다. 사람이 참 융통성이 없어. 죄송합니다.,직장 내 괴롭힘 대화,저녁 파티에 가시나요? 오늘은 기분이 좋지 않습니다. 왜 그렇게 몸 관리를 잘 안 하시나요? 그렇게 하겠다고 말하지만 뜻대로 되지 않습니다. 이번 만찬은 매니저님께 바치는 자리이니 가능하다면 모두 참석해주시길 바랍니다. 실례합니다. 그렇게 심각하다고는 생각하지 않지만 적어도 잠시만 거기에 있어 그 사람이 다른 말을 하지 않도록 해주세요. 순서대로. 사람들은 너무 융통성이 없습니다. 실례합니다.
김두팔 너 어제 홍대에 갔지? 무슨 소리야? 옆에 있던 여자애 예쁘더라? 뭐.?! 걔는 그냥 아는 동생이야! 그런데 아는 동생이랑 모텔을 가? 윤아가 알면 어떻게 될까? 제발.윤아한테는 말하지 말아줘. 어휴 내가 싸게 봐준다. 그때 내가 말한 몽블랑 지갑 있지? 그거 나 줘 이거 윤아가 사준건데. 윤아가 없으면 아무것도 없는 새끼가.얼른 내놔! 그래. 자. 대신 윤아한테는 비밀이야.,갈취 대화,"김두팔씨 어제 홍대에 계셨죠? 무슨 얘기를 하는 건가요? 옆에 있던 여자는 예뻤나요? 무엇.?! 그 사람은 내가 아는 남동생이에요! 그런데 아는 친구랑 모텔에 가시나요? 윤아가 알면 어떻게 되나요? 윤아한테는 말하지 마세요. 아, 저렴하게 처리해드릴게요. 아까 말씀드렸던 몽블랑 지갑 갖고 계시죠? 그거 나한테 줘. 윤아가 이걸 사줬어요. 윤아 없으면 아무것도 없어요. 빨리 줘! 좋아요. 자. 대신 윤아에게는 비밀이다."
애들아. 좀만 조용히 해주겠어? 뭐? 미쳤냐? 이새끼 우리한테 조용히하란다. 여긴 교실이잖아. 다들 자습하니까 조금만 . 아 그래서 뭐 어쩌라고.니맘대로 하겠다고? 내가 많은거 바란거 아니잖아. 그저 목소리만 조금 낮춰. 내가 많은거 바란거 아니잖아 이러고 있네. 니가 뭐라도 된 것 같냐? 그런뜻이 아니잖아. 그런뜻이 아니잖아 자꾸 이러면 선생님께 말씀드릴거야. 일러봐꼰지르면 니 어떻게 되는지 내가 제대로 보여줄게.,기타 괴롭힘 대화,"어린이들. 조용히 좀 해주시겠어요? 무엇? 제정신이에요? 이 사람은 우리에게 조용히 하라고 합니다. 이곳은 교실입니다. 모두가 스스로 배우기 때문에 조금씩만 배웁니다. 아, 그럼 어떻게 해야 하나요? 원하는 대로 하시겠습니까? 나는 많은 것을 요구하지 않았습니다. 목소리를 조금만 낮추세요. 나는 많은 것을 요구하지 않았습니다. 그것은 그렇습니다. 당신에게 무슨 일이 일어난 것 같나요? 내 말은 그런 뜻이 아니다. 내 말은 그런 뜻이 아니다. 계속 이러면 선생님께 말씀드릴 거예요. 무엇을 해야 할지 말해 주시면 정확히 무슨 일이 일어나는지 보여 드리겠습니다."
야 이것좀 해줘. 이건 너가 할 일이잖아. 난 다른거 할거있어. 넌 거지라서 한가하잖아. 학원도 안다니고. 거지라니. 취소해줘. 거지 맞잖아. 너 무상급식 처먹는 사회에 쓸모없는 놈이잖아. 말이 너무 심하잖아. 그리고 너 엄마 없지? 다 소문났어. 정상인인 척 하지마. 역겨우니까. 공기 아까우니까 숨도 쉬지 말아줘. 그런. 하여튼 이것좀 부탁할게 어차피 한가하잖아 알겠지? 알았어.,기타 괴롭힘 대화,"이봐요, 이것 좀 해주세요. 이것이 당신의 일입니다. 아직 할 일이 있어요. 당신은 거지이기 때문에 자유롭습니다. 학원에 가는 방법도 알아요. 정말 거지입니다. 취소해 주세요. 좋아요. 무상급식 사회에서 당신은 쓸모없는 사람이다. 이 말은 너무 가혹합니다. 그리고 엄마는 없나요? 다 소문이 났어요. 평범한 것처럼 행동하지 마세요. 역겨워서요. 공기는 소중하니 숨쉬지도 마세요. 그만큼. 어쨌든, 이것 좀 물어볼게. 어쨌든 난 한가해, 알았지? 좋아요."
헐 맛있겠다 떡볶이 먹자 그래.근데 저번에 5천원 언제 줄거야? 내가 삥 뜯었어? 너가 빌려준거잖아 어.맞아 근데.책 사야돼서 알았어 내일 갚을께. 대신 오늘 떡볶이는 너가 사 어.? 왜 싫어? 야 너 내가 만만하냐 아니 아니야 내가 살께 너도 먹어. 진짜 맛있다 아니야 난 괜찮아,갈취 대화,"와, 맛있어 보이네요. 떡볶이 먹자. 그런데 저번에 5000원은 언제 주실 건가요? 내가 사기를 당한 걸까요? 당신은 그것을 나에게 빌려주었습니다. 아, 그렇죠. 그런데 책을 사야 해서 샀어요. 내일 갚겠습니다. 대신 오늘은 떡볶이 사주는 거 맞죠? 왜 싫어합니까? 야, 내가 쉬운 것 같아? 아니, 아니, 내가 사면 너도 먹어. 정말 맛있어요 아뇨 괜찮아요"
